,0,1,2,3,4,5,6,7,predict,true
0,10.933501,194.23878,12.887699,35.357697,0.2981944,4.9443827,-28.358318,0.42074415,6103.42431640625,5960.02783203125
1,7.023614,310.4925,1.1151466,-11.401747,1.0562735,-15.621862,-38.94385,0.06252681,6213.81005859375,6015.1162109375
2,6.483817,349.64664,6.229786,-24.685581,-3.140091,-18.391922,-65.043625,0.30401477,6266.51953125,6004.73291015625
3,6.5278535,317.9252,11.012314,-27.766289,-3.7526665,-38.473183,-62.582268,-1.3055699,6206.31884765625,6035.17822265625
4,5.484908,347.8234,-7.7933197,-14.69219,-13.71705,-54.130966,-77.94641,0.07345642,6220.279296875,6126.86181640625
5,4.4682517,359.11084,-18.814049,-23.086151,-22.577337,-67.011665,-82.43272,0.40764785,6276.92724609375,6205.93701171875
6,4.604191,330.20245,-33.66651,-32.548813,-25.352701,-62.271545,-78.823944,-0.003256809,6308.0771484375,6264.5400390625
7,3.8374543,320.1737,-51.759354,-53.030952,-19.101326,-52.95507,-79.888016,-0.11065266,6331.70556640625,6363.10205078125
8,2.3904576,316.12653,-46.246048,-62.434036,-22.469408,-51.789196,-74.500595,0.59614456,6424.7763671875,6470.76318359375
9,4.0061383,265.28058,-38.807297,-53.584557,-33.968155,-50.55813,-51.99769,1.3599548,6512.49462890625,6566.64111328125
10,3.0755386,281.96118,-17.293495,-56.908398,-30.974258,-50.898865,-50.131752,-0.32606876,6645.14501953125,6680.80322265625
11,2.8192086,260.6438,-11.497955,-64.17975,-25.596832,-53.3707,-40.867535,-0.40998533,6748.34375,6729.458984375
12,2.7562122,264.29626,-12.817062,-66.26079,-25.351269,-54.09415,-42.215523,1.3798842,6797.1533203125,6808.93896484375
13,2.683226,267.3598,-13.761078,-66.389595,-25.881378,-54.359634,-43.95706,0.54040354,6875.17333984375,6882.09814453125
14,2.6289363,270.38138,-14.337479,-66.17506,-26.580296,-55.264957,-45.04573,0.9746671,6948.67919921875,7013.73779296875
15,2.559988,274.23053,-15.177948,-66.366295,-27.093742,-55.341545,-45.703003,-0.20242363,7080.6435546875,7115.65185546875
16,2.4790463,278.11618,-15.74147,-68.12871,-27.754547,-55.74948,-46.427917,0.19458702,7182.6396484375,7246.93115234375
17,2.3973637,281.77493,-16.452164,-69.13656,-28.37117,-55.881287,-47.116394,1.8912543,7316.037109375,7331.0751953125
18,2.3128777,285.81973,-16.23291,-70.47168,-28.524078,-57.333744,-47.872696,-0.4632198,7398.3095703125,7455.2880859375
19,2.2014177,290.2438,-15.710373,-70.89583,-28.940746,-58.372093,-48.599953,0.1013991,7525.3154296875,7522.2890625
20,2.1090994,294.44635,-15.49913,-72.12165,-29.505077,-59.856277,-49.06637,0.10459658,7592.900390625,7580.9970703125
21,1.9858818,298.79828,-15.662094,-73.193405,-29.572021,-61.10074,-50.2747,-0.00014682114,7651.97802734375,7683.125
22,1.875786,302.01678,-16.373062,-73.60755,-29.401361,-61.1136,-50.69886,-0.0554761,7755.767578125,7772.5859375
23,1.7460995,306.0926,-17.230362,-74.32857,-29.870213,-62.166737,-51.39254,0.021557804,7845.4580078125,7868.4677734375
24,1.626893,309.75607,-17.335587,-75.02674,-30.772099,-62.676285,-51.481354,-0.1404599,7942.41796875,8032.83984375
25,1.5010972,313.61932,-16.908508,-75.84075,-30.836267,-62.78069,-51.663467,-0.5804321,8109.35009765625,8131.408203125
26,1.3668853,318.05695,-17.291702,-77.690575,-31.359741,-64.053955,-51.351868,1.1148596,8210.2001953125,8259.771484375
27,1.203609,322.92944,-16.289154,-78.72788,-31.9883,-65.06301,-52.59865,0.16723573,8339.404296875,8362.6552734375
28,1.0678719,326.93625,-16.17102,-80.01079,-32.293945,-66.23508,-52.94764,0.5722671,8443.57421875,8518.8251953125
29,0.894599,332.1092,-16.836807,-80.74538,-32.531128,-66.702255,-54.19571,0.6849414,8601.5029296875,8662.8232421875
30,0.7206892,337.21973,-17.576126,-82.420616,-33.31073,-67.44488,-55.799202,-0.1376136,8744.07421875,8765.9072265625
31,0.5554154,342.13873,-18.98993,-83.99955,-34.409294,-68.54821,-57.737686,1.1236497,8846.041015625,8866.48046875
32,0.36050344,346.92334,-19.467834,-85.1036,-34.26022,-69.364395,-59.204956,0.7785725,8947.1416015625,8969.69921875
33,0.09487578,351.78674,-19.674149,-85.716675,-34.4124,-70.85973,-60.07346,-0.41006428,9050.435546875,9121.0966796875
34,-0.12201348,356.69528,-19.924026,-85.731064,-35.500458,-71.556885,-60.26203,0.014346216,9204.7109375,9293.9912109375
35,-0.34533,362.3944,-20.046295,-87.31275,-36.229908,-72.20713,-61.194508,0.6928628,9379.7431640625,9411.681640625
36,-0.56348217,367.62964,-21.007416,-89.76054,-36.964294,-73.08758,-61.68802,0.55140024,9496.791015625,9526.2099609375
37,-0.7935233,372.87488,-20.764557,-91.23915,-36.87382,-74.32257,-63.035408,1.1986473,9613.25390625,9686.6259765625
38,-0.99823916,377.8958,-20.505447,-91.52371,-37.136147,-75.48752,-63.314617,-0.06263835,9775.494140625,9900.1689453125
39,-1.1739724,384.2984,-20.59462,-92.2486,-38.264297,-76.46199,-63.963966,-0.11085819,9991.6484375,10002.1787109375
40,-1.3523753,390.89435,-20.94188,-95.37217,-39.54969,-78.46907,-65.6602,-0.28179404,10091.4462890625,10247.7197265625
41,-1.5121028,396.38257,-22.082077,-96.51895,-39.376812,-77.621765,-67.69796,-0.76491934,10338.5283203125,10318.1650390625
42,-1.6818132,402.79852,-23.298279,-99.453896,-39.841717,-80.566864,-69.225494,-0.07228635,10406.82421875,10435.744140625
43,-1.8861496,409.18542,-23.024261,-99.346436,-40.890533,-82.16185,-70.74405,-0.37197533,10526.50390625,10470.2314453125
44,-2.0250876,414.09863,-21.853928,-100.37548,-41.083126,-84.80261,-71.16949,-0.49486032,10562.525390625,10599.0
45,-2.212039,419.68118,-22.657593,-100.32724,-40.61681,-85.44249,-70.79963,0.7413232,10697.3671875,10598.01953125
46,-2.3735938,424.49738,-22.365295,-102.366325,-41.006622,-87.65646,-70.95825,0.6040678,10696.39453125,10660.46484375
47,-2.527759,427.9182,-21.948898,-102.330635,-40.71453,-88.878586,-70.34217,-0.36912307,10761.2705078125,10783.5
48,-2.6179905,430.78516,-20.963455,-102.25659,-39.73872,-89.361626,-67.79222,-0.48385823,10891.0712890625,10887.4599609375
49,-2.7675457,436.21246,-19.681656,-104.01051,-39.79322,-91.074265,-67.52963,0.5012794,10999.3173828125,10984.0400390625
50,-2.8332145,439.38086,-17.98613,-105.15427,-40.939262,-92.07332,-67.019135,0.28120828,11097.6962890625,11061.4326171875
51,-2.9122257,443.7193,-16.138855,-107.1287,-40.035355,-94.11548,-67.49601,0.4355051,11177.76171875,11174.12890625
52,-2.9941387,447.2659,-16.07129,-107.86525,-39.9466,-94.81448,-67.24281,-0.6545273,11291.8056640625,11312.765625
53,-3.064732,451.93845,-15.145645,-108.6171,-40.750816,-95.762024,-68.189514,0.17036211,11433.3447265625,11566.6689453125
54,-3.090375,455.85223,-16.892517,-109.264206,-42.154686,-94.06665,-68.39021,-0.60900694,11688.052734375,11772.234375
55,-3.1211772,462.04434,-18.740265,-112.45836,-43.008453,-93.9331,-69.78509,0.38058585,11893.61328125,11923.447265625
56,-3.1879196,467.7953,-20.542053,-115.21415,-44.523956,-94.473564,-71.83078,-0.22220741,12041.2470703125,12112.8154296875
57,-3.2366033,473.35974,-20.895782,-115.71715,-45.45549,-95.136765,-74.37236,-0.19849685,12231.1640625,12305.306640625
58,-3.3161328,480.60742,-21.858093,-116.573494,-46.318954,-96.88002,-76.79808,-0.49931607,12423.669921875,12527.2138671875
59,-3.3971395,488.3277,-23.328217,-117.9722,-47.901165,-97.56004,-79.67326,-0.19907281,12645.5107421875,12767.2861328125
60,-3.468276,495.7961,-25.85318,-120.525856,-48.934597,-98.05704,-83.4736,0.5402683,12883.3095703125,12922.65625
61,-3.5561361,503.4403,-28.927704,-123.46909,-49.72052,-99.52662,-86.5886,1.1631503,13035.4716796875,13142.6416015625
62,-3.66904,511.24506,-29.661407,-124.221176,-50.43242,-100.71423,-89.317215,0.20255803,13256.07421875,13324.2041015625
63,-3.7675753,519.0326,-29.882019,-125.12715,-51.99862,-103.46665,-90.07328,1.0866761,13440.0078125,13599.16015625
64,-3.869103,528.18085,-29.904297,-126.22269,-52.96708,-104.45915,-91.33684,0.81207,13719.39453125,13753.423828125
65,-3.9769235,536.94104,-30.200409,-130.14864,-53.7451,-106.94292,-92.61979,-0.18327205,13872.5478515625,13870.1884765625
66,-4.0897617,544.6311,-30.992584,-132.26712,-54.0393,-108.70915,-94.02594,0.09953211,13990.794921875,14039.5595703125
67,-4.1979103,551.72577,-30.292572,-132.66147,-53.67782,-110.16632,-94.649765,0.5265211,14166.166015625,14215.6513671875
68,-4.314783,559.68353,-30.251495,-133.28578,-54.906364,-112.673004,-94.27354,0.2856908,14345.916015625,14402.08203125
69,-4.404718,567.48193,-29.76828,-134.87073,-56.34323,-113.843506,-94.30429,-0.18211643,14535.84765625,14564.1171875
70,-4.499984,574.7191,-29.535065,-137.96378,-56.16025,-115.274445,-94.89808,-0.06132999,14700.4423828125,14715.0576171875
71,-4.5920725,581.2494,-29.96222,-139.77039,-55.643658,-116.76512,-94.159744,-1.1386148,14854.275390625,14706.5380859375
72,-4.7024727,588.3582,-27.62149,-141.75206,-55.697685,-121.55178,-94.81118,0.79454124,14849.5556640625,14865.701171875
73,-4.791252,593.49585,-25.49292,-140.17763,-55.489258,-123.12906,-93.42814,0.79200935,15017.4814453125,14898.9990234375
74,-4.872267,599.68823,-24.635437,-142.2906,-55.04799,-126.91502,-92.83453,-0.3435451,15051.7470703125,14608.2080078125
75,-4.9860344,604.65283,-23.810242,-145.56815,-54.752136,-132.9407,-94.282684,0.3447818,14756.8662109375,14430.9013671875
76,-5.105116,603.5984,-20.037018,-143.15482,-50.945312,-134.9489,-95.47188,0.21924253,14585.0556640625,14381.236328125
77,-5.1945715,602.99023,-18.48114,-139.82422,-47.105717,-136.58887,-97.02986,-0.07284802,14539.9287109375,14448.8818359375
78,-5.2889795,604.1226,-16.761658,-138.67911,-48.64059,-135.81357,-98.46878,-0.04632302,14609.306640625,14651.248046875
79,-5.314893,604.16864,-13.3194275,-141.45851,-50.987083,-132.73187,-95.779976,0.38229218,14816.20703125,14764.611328125
80,-5.295456,605.0665,-11.988739,-146.08655,-50.547703,-133.85185,-92.523926,-1.1431913,14928.2392578125,14980.193359375
81,-5.3047533,608.47546,-7.3251038,-147.85144,-50.045715,-134.4559,-93.072586,-0.41141963,15150.2021484375,15141.60546875
82,-5.2900953,611.57526,-2.94635,-147.87894,-53.14375,-138.21707,-92.53296,0.5152195,15313.6875,15309.470703125
83,-5.264037,616.3932,-3.9137573,-147.7319,-54.013626,-138.52599,-89.56763,0.4762624,15487.32421875,15351.4443359375
84,-5.2590203,620.91125,-7.7160034,-152.11522,-52.604546,-137.56311,-91.51,-0.033130977,15525.5546875,15557.53515625
85,-5.253583,623.55585,-15.825653,-152.65445,-53.35312,-132.78293,-93.06669,-0.41256613,15727.7421875,15647.6806640625
86,-5.2061357,627.7179,-21.884613,-152.98833,-55.71936,-132.61604,-94.15943,0.15952174,15812.9833984375,15842.2666015625
87,-5.2287817,632.7336,-24.968933,-151.87555,-57.87262,-131.02461,-96.61685,1.0167601,16008.4287109375,16068.82421875
88,-5.2463894,637.24756,-26.516846,-152.68695,-58.492092,-130.54985,-97.17717,-0.9941669,16234.408203125,16207.1298828125
89,-5.316897,645.1264,-27.48114,-155.41328,-59.049957,-132.77888,-98.592125,-0.14621559,16373.4765625,16319.5400390625
90,-5.3803988,651.041,-25.824066,-156.6022,-59.914856,-134.91669,-99.42799,-0.4794153,16488.037109375,16420.38671875
91,-5.446871,657.28174,-24.42804,-157.46439,-59.645035,-138.02579,-100.42621,-0.4106609,16591.822265625,16629.05078125
92,-5.509342,663.5742,-24.95987,-157.3682,-59.797897,-138.39795,-100.614914,0.10828802,16806.08203125,16699.55078125
93,-5.58331,670.8253,-25.022156,-160.7721,-61.069756,-141.24399,-102.40973,-0.53324425,16873.7421875,16911.068359375
94,-5.6292033,675.2446,-26.815155,-161.14803,-61.73106,-139.7259,-102.95842,0.1651162,17088.470703125,17133.11328125
95,-5.6813183,681.62555,-27.283142,-163.45442,-60.961227,-140.55167,-103.56947,-0.58456475,17312.65234375,17144.28125
96,-5.7606115,688.8207,-27.715424,-166.061,-62.663795,-144.58437,-104.62298,-0.23564728,17321.458984375,17462.703125
97,-5.8062935,693.9756,-24.857635,-164.44952,-63.148956,-143.3443,-105.515854,0.047773544,17649.603515625,17743.2265625
98,-5.8560047,701.70984,-26.27179,-167.3612,-63.266674,-145.21327,-105.37115,0.8627816,17932.458984375,17852.5390625
99,-5.9223175,711.29895,-28.125275,-171.18677,-65.97858,-147.0839,-107.42045,-0.5040698,18037.6171875,17991.34765625
100,-5.973131,717.0044,-26.30597,-173.82771,-66.2821,-147.98523,-110.12308,0.18952724,18178.044921875,18193.70703125
101,-6.0253468,722.9559,-29.027588,-173.41687,-64.91498,-149.03748,-110.050705,-0.28414485,18383.908203125,18306.9609375
102,-6.1152515,732.51953,-28.886871,-174.6205,-66.535355,-152.77649,-112.31443,0.14185333,18498.373046875,18332.078125
103,-6.184843,738.5123,-28.030487,-176.36502,-69.07897,-155.69551,-114.240295,0.14128426,18521.134765625,18425.306640625
104,-6.228951,742.58203,-29.365204,-176.52144,-66.775665,-156.11124,-113.32923,0.7166497,18620.2734375,18611.6171875
105,-6.3377314,749.2888,-29.262634,-177.91527,-64.88011,-157.15625,-114.12958,-0.8827267,18810.341796875,18775.458984375
106,-6.405785,754.65295,-29.14212,-178.58632,-68.28056,-158.72849,-114.145996,0.50856054,18975.328125,18968.041015625
107,-6.4372644,760.6653,-27.35675,-180.01346,-69.19013,-159.61845,-114.72415,-0.2769834,19171.087890625,19148.193359375
108,-6.5039816,767.2285,-26.344055,-183.9512,-67.75679,-161.05325,-114.73978,0.20753415,19355.28125,19304.505859375
109,-6.5746145,774.089,-25.517975,-185.88022,-68.50889,-163.39972,-115.49863,0.2639455,19513.478515625,19561.896484375
110,-6.612851,780.63934,-24.320343,-185.75157,-70.17682,-164.20454,-116.38985,-0.1726317,19774.904296875,19894.75
111,-6.6438246,788.71375,-25.871674,-187.7521,-71.28284,-163.95325,-117.21409,-0.36771435,20110.376953125,20155.486328125
112,-6.688351,798.0395,-29.048248,-192.40213,-72.89651,-163.73508,-119.24429,-0.10919731,20369.40234375,20470.197265625
113,-6.730788,806.3253,-31.49002,-195.2029,-74.5188,-162.86494,-122.26384,0.49323434,20683.9453125,20687.27734375
114,-6.775848,815.5763,-33.70453,-197.38777,-76.030975,-165.14247,-125.02809,0.009712525,20898.79296875,20819.26953125
115,-6.8537407,826.1367,-34.11142,-198.93336,-77.37405,-168.86957,-128.74258,-0.30247423,21030.21875,21013.0859375
116,-6.932288,834.82336,-33.923615,-199.40149,-78.02353,-170.92072,-131.34367,-0.34927237,21227.015625,21272.447265625
