,0,1,2,3,4,5,6,7,predict,true
0,6.6716423,39.937897,35.71914,7.3974514,4.1877346,-17.033333,-1.6578245,0.16191888,5948.08642578125,5960.02783203125
1,4.545437,47.777603,22.674887,-5.0734706,7.3503113,-15.852209,-2.2646675,0.5122912,6019.6982421875,6015.1162109375
2,3.5117924,42.437027,33.53311,-8.7942705,4.7453074,-12.406242,-4.6068754,0.25284094,6073.78857421875,6004.73291015625
3,2.4934607,7.0824585,38.387863,-7.822187,1.0320377,-16.500357,-5.1050086,0.3487806,6024.64990234375,6035.17822265625
4,1.4602464,29.15374,32.46022,-10.842255,-3.9515815,-17.683561,-4.7167373,1.0186657,6062.0771484375,6126.86181640625
5,1.0723343,47.378242,31.915152,-8.83762,-3.8999043,-15.406035,-4.4677,-0.4414827,6174.1748046875,6205.93701171875
6,0.7821497,22.962921,39.999847,-11.739485,-3.8043609,-15.4535885,-6.7751675,0.09127766,6232.0009765625,6264.5400390625
7,0.95462734,13.862793,41.3021,-10.084301,-2.8298588,-13.806917,-11.075308,0.2171557,6283.080078125,6363.10205078125
8,0.9477159,20.449928,47.569984,-11.731011,-5.3809605,-10.914553,-6.8963633,-0.23930416,6396.9072265625,6470.76318359375
9,0.15615186,-16.48201,64.69114,-13.516188,-11.863892,-16.287374,-11.5719795,0.43794912,6466.3271484375,6566.64111328125
10,1.0354366,-3.7309875,63.026543,-11.371742,-9.529917,-12.834861,-3.3194373,-0.07015952,6589.84619140625,6680.80322265625
11,1.9809976,-4.729271,74.82186,-13.702923,3.1279678,-3.0888243,6.0880656,-0.03396803,6745.26611328125,6729.458984375
12,1.9573292,-4.407543,74.72299,-14.380202,3.2381744,-3.7185144,6.5698266,0.015599776,6793.45654296875,6808.93896484375
13,1.9285219,-4.510086,75.70683,-14.667094,2.3176432,-4.9345,6.2902365,0.12634817,6871.197265625,6882.09814453125
14,1.897811,-4.4821014,76.56987,-15.0166235,1.0975266,-6.5914307,6.0035424,-0.58557874,6940.99169921875,7013.73779296875
15,1.870668,-4.481888,77.35179,-15.064578,0.66013336,-6.298481,5.6998544,-1.0522898,7072.4228515625,7115.65185546875
16,1.8508606,-4.595173,78.41228,-15.481189,0.21004868,-6.4321203,5.6510453,0.2524987,7175.52001953125,7246.93115234375
17,1.8232961,-4.833107,79.785355,-15.919506,0.02374649,-6.4895725,5.180061,-0.07978837,7306.421875,7331.0751953125
18,1.7927046,-5.0436935,80.928604,-15.94872,0.16498089,-7.549967,5.491815,-0.14698896,7390.76416015625,7455.2880859375
19,1.7595954,-4.956047,82.50435,-16.039436,0.30807972,-7.458739,5.62169,0.19911835,7517.22705078125,7522.2890625
20,1.7255473,-4.884575,83.475204,-16.116507,0.561759,-7.827174,6.1920266,-0.71696675,7584.69775390625,7580.9970703125
21,1.6873541,-4.4717865,84.15938,-16.477266,0.73727703,-7.196122,6.1293163,0.004543867,7645.56982421875,7683.125
22,1.654831,-4.927101,85.379875,-16.760157,0.8942461,-7.3899894,6.3232317,-0.6585599,7747.640625,7772.5859375
23,1.6168544,-4.844078,86.01674,-17.006418,0.53692245,-7.4772143,6.288318,-0.6065117,7837.1103515625,7868.4677734375
24,1.5811937,-5.337639,87.275604,-16.853518,0.4793291,-7.3780394,6.0602784,0.9168211,7935.2119140625,8032.83984375
25,1.5531876,-5.644821,89.184525,-17.017029,0.6195555,-7.09496,5.501873,0.97918403,8100.92138671875,8131.408203125
26,1.5168335,-5.842369,89.9268,-17.084229,1.4934807,-6.812166,6.6313057,-0.02999672,8201.20703125,8259.771484375
27,1.4785643,-5.813919,91.91394,-17.055748,1.373579,-6.686306,6.272253,-0.7525614,8330.501953125,8362.6552734375
28,1.437106,-5.829811,93.33041,-17.528349,1.9340267,-7.2470303,6.8756256,-1.1801968,8434.4462890625,8518.8251953125
29,1.3880675,-5.643791,94.40937,-17.64882,1.807229,-6.880089,7.464906,-1.1390289,8592.583984375,8662.8232421875
30,1.3451552,-5.556404,95.854195,-18.214401,0.79851246,-7.662759,7.4994907,-0.8762245,8736.009765625,8765.9072265625
31,1.2812707,-5.2816696,96.75453,-19.222006,-0.13937569,-8.351954,6.80962,0.8823867,8838.6416015625,8866.48046875
32,1.2151442,-5.492302,98.05875,-19.355013,-0.34702492,-9.677913,6.6404514,1.1763412,8938.69921875,8969.69921875
33,1.143698,-5.4718246,99.473114,-19.617363,-0.38115788,-10.304878,7.04693,-0.43375224,9041.154296875,9121.0966796875
34,1.0723956,-5.8316193,100.94261,-19.598194,-0.5803089,-10.5787945,7.3202724,-0.46295995,9193.37890625,9293.9912109375
35,1.0134046,-5.737091,102.65184,-19.966475,-1.0232229,-10.092459,6.9773493,0.8328678,9368.646484375,9411.681640625
36,0.9423907,-5.935066,103.781044,-20.504187,-0.59764576,-9.365133,7.180476,-0.39636347,9486.787109375,9526.2099609375
37,0.85714495,-6.162773,105.6442,-20.60008,-0.3573923,-10.024305,6.8435,0.231561,9602.642578125,9686.6259765625
38,0.7662164,-6.507286,107.61279,-20.660656,-0.00830555,-10.674174,7.4239025,0.15732616,9764.7353515625,9900.1689453125
39,0.67831653,-6.4539948,109.39466,-20.831196,-0.4578476,-10.712023,7.962438,1.1394967,9980.8896484375,10002.1787109375
40,0.58508384,-5.982109,110.52473,-21.480328,-0.806283,-10.177958,7.7952824,-0.719591,10081.916015625,10247.7197265625
41,0.4748596,-6.411133,113.08133,-22.154202,-0.8340788,-10.010929,6.998098,0.8758748,10329.7392578125,10318.1650390625
42,0.3399738,-6.1795273,113.595245,-23.031296,-1.0696793,-12.424998,8.187159,-0.9955067,10396.587890625,10435.744140625
43,0.1544255,-6.1420746,115.6467,-22.814274,-1.4856195,-12.445909,7.187753,0.04320123,10515.8876953125,10470.2314453125
44,0.012210324,-6.2340546,117.28231,-22.743935,-1.1618757,-14.443764,7.847059,0.33740363,10551.126953125,10599.0
45,-0.14902551,-6.1758575,117.97151,-22.767471,0.44734573,-11.261097,8.228951,-0.22773355,10685.06640625,10598.01953125
46,-0.25969067,-6.7304916,118.84458,-22.81528,1.1905956,-11.270901,8.917461,-0.26677045,10685.62890625,10660.46484375
47,-0.392807,-7.1078796,120.46501,-22.438908,2.4005089,-8.749572,7.8662205,0.8319395,10753.33984375,10783.5
48,-0.45386726,-8.771095,122.101135,-21.653856,5.1744537,-7.589475,8.948098,-0.3398864,10880.9150390625,10887.4599609375
49,-0.5169064,-8.467262,123.2482,-20.74743,6.688347,-4.705042,9.769986,0.012789983,10992.7431640625,10984.0400390625
50,-0.5603274,-9.437408,125.61682,-20.653446,8.345516,-3.7770548,10.504383,0.040615074,11094.119140625,11061.4326171875
51,-0.6104122,-8.902199,126.89806,-20.189438,10.024335,-2.3496432,10.273846,-0.37720367,11176.2001953125,11174.12890625
52,-0.6630678,-9.542778,128.46736,-19.96104,11.673846,-1.6128681,12.459281,-0.6610869,11294.2880859375,11312.765625
53,-0.7119181,-9.109749,130.08176,-20.036678,10.525943,-1.8100872,12.64679,-1.0585812,11433.29296875,11566.6689453125
54,-0.75080264,-9.342987,131.77141,-21.06548,9.634951,-1.8761599,12.623326,-0.5204832,11687.142578125,11772.234375
55,-0.7947898,-8.924324,132.46426,-22.315294,7.912284,-2.595988,12.518066,0.65879995,11891.1572265625,11923.447265625
56,-0.87474525,-8.763687,133.8766,-23.578676,6.372984,-4.6100893,11.8195,-0.16261126,12037.525390625,12112.8154296875
