,0,1,2,3,4,5,6,7,predict,true
0,4.85635,11.815161,8.469671,32.33722,1.6392102,15.793514,-5.014971,-0.094797164,5942.50244140625,5960.02783203125
1,4.4644737,14.309456,-3.3487988,13.522579,4.352949,5.9206543,-10.135768,-1.107081,5988.00634765625,6015.1162109375
2,5.1251907,16.578003,-1.7374115,18.318584,8.608197,4.950752,-6.292438,0.19107293,6060.85791015625,6004.73291015625
3,5.337506,34.888077,1.9412804,20.595882,9.6181555,0.41214037,-2.7789407,-0.50555736,6074.24169921875,6035.17822265625
4,5.6829567,66.71767,2.5203323,23.840889,4.022527,2.7617278,2.410262,0.46339968,6143.59814453125,6126.86181640625
5,5.6447573,82.75392,7.005192,16.0731,4.281713,3.2971473,0.91913986,-0.049251363,6246.78759765625,6205.93701171875
6,5.1258698,62.240646,10.364761,15.350179,5.845758,1.8810103,-0.4775324,-0.001491636,6306.26611328125,6264.5400390625
7,5.803368,73.38162,15.289265,18.209045,7.891428,5.376081,0.47983456,-0.30760837,6390.6630859375,6363.10205078125
8,5.6726055,65.96032,12.769714,18.806854,8.100318,5.4367404,1.4591789,-0.7817167,6480.52490234375,6470.76318359375
9,5.548527,24.134579,17.992046,24.430082,6.7832375,4.639763,1.966362,0.12836254,6556.38623046875,6566.64111328125
10,4.9807105,13.968037,24.093597,22.7807,5.735407,3.8520198,1.1499004,-1.2237196,6641.97802734375,6680.80322265625
11,4.548786,4.678688,40.825874,22.94697,5.758354,2.864995,0.8168547,0.29201612,6763.53564453125,6729.458984375
12,4.514614,5.085102,41.179726,22.643343,5.801755,2.6021051,0.6037426,0.115518436,6812.0048828125,6808.93896484375
13,4.4864607,5.38974,41.405907,22.679745,5.536782,2.512651,0.7911663,1.0686073,6892.8095703125,6882.09814453125
14,4.45798,5.532818,41.641014,22.728848,5.153861,2.4685001,1.0466816,0.29414016,6965.421875,7013.73779296875
15,4.416911,5.783478,41.91095,23.042404,5.2983236,2.9061708,0.91376567,0.07039812,7098.08056640625,7115.65185546875
16,4.3720007,5.829117,42.222786,23.002071,5.3736925,2.968021,0.8343954,0.7720493,7201.02587890625,7246.93115234375
17,4.326156,5.857353,42.351868,23.53246,5.5150385,2.9220195,0.8670888,-0.43639633,7331.86669921875,7331.0751953125
18,4.28059,5.6312523,42.77005,24.09462,5.5530314,3.081377,1.043596,-0.51532984,7417.01513671875,7455.2880859375
19,4.2289658,5.8766594,43.336952,24.710194,5.5795565,3.032545,1.0365283,0.15692672,7543.24609375,7522.2890625
20,4.1775117,5.907364,44.47928,24.955242,5.7267904,2.9674106,1.0792067,-0.09869219,7611.48291015625,7580.9970703125
21,4.123521,6.304432,45.604675,25.042759,5.772481,2.8461752,0.9753189,-0.8883094,7670.77783203125,7683.125
22,4.0730896,6.278,46.75585,25.310812,5.913569,3.0191455,1.0866523,-0.033297975,7775.52880859375,7772.5859375
23,4.02098,6.519058,47.158386,25.524849,5.775352,3.0070148,1.2211103,-0.48554835,7865.3271484375,7868.4677734375
24,3.9664612,6.2449493,47.9526,26.133398,6.147595,3.3053207,1.5068274,0.32406816,7964.048828125,8032.83984375
25,3.9065287,6.1547546,48.33026,26.793686,6.164327,3.592629,1.4337025,0.39145505,8129.607421875,8131.408203125
26,3.8398504,6.070732,49.030098,27.54202,6.3670855,3.4865634,1.573931,-0.24734037,8229.072265625,8259.771484375
27,3.7752733,6.13443,49.47946,28.062963,6.6461616,3.707756,1.4427366,-0.52635026,8358.494140625,8362.6552734375
28,3.7103832,6.1595078,50.43419,28.41616,6.7033343,3.3441658,1.415194,0.31565678,8463.15234375,8518.8251953125
29,3.6393356,6.6419754,50.847008,28.77059,6.680975,3.7564766,1.2293663,-0.08985956,8620.30078125,8662.8232421875
