unique_id,ds,y,exogenous1,exogenous2,exogenous3,exogenous4,exogenous5,exogenous6,exogenous7,exogenous8,exogenous9,exogenous10,exogenous11,exogenous12,exogenous13,exogenous14,exogenous15
GDP,1992Q1,5262.8,20098.01,17549.97667,579.7666667000002,797.8333332999997,220.59,6.25,0.0,149.8,15.4,109.8,41.6,56.7,31.1,25.35,436.31333330000007
GDP,1992Q2,6484.3,21158.213330000002,19152.34,611.1666667000002,735.8333332999997,831.3,15.03333333,23.2,104.4666667,15.4,114.06666670000001,42.1,31.0,21.09333333,21.0,1320.86
GDP,1992Q3,7192.6,22215.11333,20396.88667,634.2,774.8333332999997,1829.99,20.9,23.2,86.7,18.16666667,119.23333329999998,34.66666667,32.66666667,17.26666667,15.53333333,2350.083333
GDP,1992Q4,8254.8,24172.65333,21828.1,646.4333333,926.4333332999997,3842.6866670000004,27.86666667,21.4,82.9,22.4,120.83333329999999,44.96666667,34.76666667,26.03333333,26.5,3125.23
GDP,1993Q1,6834.6,24405.73667,22260.32,636.6,961.3,372.16,11.45,21.46666667,149.55,19.3,121.33333329999999,75.15,63.9,16.25,18.65,428.65
GDP,1993Q2,8357.0,25223.14333000001,23298.93333,671.3333332999998,987.4333332999997,1360.026667,57.16666667,19.23333333,135.2666667,22.96666667,122.13333329999999,82.6,63.43333333,29.06666667,27.83333333,1188.73
GDP,1993Q3,9385.8,26111.14,23881.77333,690.3333332999997,997.3333332999997,2953.1866670000004,64.23333333,17.53333333,106.03333329999998,18.76666667,124.33333329999999,85.13333333,61.7,36.43333333,36.93333333,1731.8
GDP,1993Q4,11095.9,29565.75667,26859.07333000001,710.9,1207.966667,6211.963333,50.73333333,23.13333333,59.66666667,18.2,121.53333329999998,67.56666667,60.33333333,21.83333333,31.83333333,3128.6
GDP,1994Q1,9375.1,30028.95333,27092.73,705.09,1189.866667,477.49,113.5,23.03333333,-1.8,15.7,114.16666670000001,25.1,35.1,75.9,62.95,571.07
GDP,1994Q2,11481.0,31481.74333,29853.50667,749.27,1237.933333,1832.046667,68.0,24.8,-14.86666667,16.5,109.63333329999999,35.06666667,34.5,47.4,39.03333333,1606.7
GDP,1994Q3,12868.0,33080.91667,32578.45667,764.0833332999997,1328.633333,4200.19,54.03333333,26.7,-9.366666667,22.1,108.4,39.83333333,42.33333333,44.23333333,31.13333333,2748.093333
GDP,1994Q4,14913.3,36308.75333,36375.43333,793.99,1665.133333,8378.68,33.86666667,22.9,-8.933333333,22.13333333,111.4,34.53333333,35.76666667,23.86666667,20.06666667,3924.2
GDP,1995Q1,12111.7,37036.94333,37242.506669999995,756.76,1553.366667,780.76,4.45,23.33333333,4.45,14.43333333,116.4,20.9,34.25,66.65,72.15,600.12
GDP,1995Q2,14612.9,37481.35,40067.83333,814.8166667,1594.6,2727.656667,12.8,19.06666667,2.933333333,14.13333333,119.0,15.03333333,28.36666667,75.13333333,89.93333333,1938.9333329999997
GDP,1995Q3,16164.1,39358.55667,42559.67,852.4333332999997,1683.9666670000001,5787.616667,24.13333333,18.93333333,9.2,12.26666667,117.1,16.36666667,16.13333333,12.56666667,20.56666667,3504.1533329999997
GDP,1995Q4,18451.2,45018.26333,47780.96333,855.1666667000003,2041.4,10899.41333,22.1,23.83333333,21.83333333,13.3,116.06666670000001,24.73333333,19.03333333,19.16666667,18.2,4827.825
GDP,1996Q1,14628.0,51177.89333,55847.01,828.2,1908.8,886.825,31.6,38.2,-3.5,13.76666667,117.23333329999998,17.85,11.6,45.55,45.15,860.54
GDP,1996Q2,17147.5,53526.13667,60531.13667000001,875.7766667000003,1921.8,3295.356667,41.1,42.83333333,9.6,13.53333333,117.0,30.16666667,17.13333333,34.86666667,30.13333333,2454.82
GDP,1996Q3,18605.8,56066.95333,64256.13,896.7233332999997,1978.766667,7031.42,10.5,42.5,-7.166666667,12.16666667,116.36666670000001,22.06666667,20.13333333,29.63333333,26.73333333,4189.903333
GDP,1996Q4,21432.4,59293.92667000001,67432.71667000001,908.0866667000001,2448.666667,12650.856670000001,10.06666667,32.43333333,-14.83333333,13.56666667,116.1,13.76666667,16.7,27.8,27.76666667,5740.685
GDP,1997Q1,16689.1,65147.96667,70361.23332999999,866.32,2224.1,1033.38,50.65,27.3,35.6,11.4,109.96666670000002,20.1,16.0,-6.0,-9.95,1108.096667
GDP,1997Q2,19163.6,67236.64667,74185.42667,914.8266667000001,2137.1,3759.8,3.366666667,25.63333333,5.3,11.96666667,110.03333329999998,1.0,14.26666667,-23.43333333,-25.86666667,3138.513333
GDP,1997Q3,20500.9,69598.69,77194.90667000001,948.9333332999997,2161.6333329999998,7706.036667,4.6,24.13333333,6.033333333,10.13333333,111.3,-4.6,10.83333333,11.33333333,11.63333333,5312.653333
GDP,1997Q4,23361.5,72829.80667,80477.27333,938.1166667000001,2576.8,14002.486669999998,1.6333333330000002,22.83333333,6.566666667000001,10.86666667,110.36666670000001,-5.133333333,11.23333333,9.5,9.366666667,7110.42
GDP,1998Q1,18049.1,75265.79,82697.85333,883.0766667000001,2360.7333329999997,1135.955,-18.55,15.53333333,35.25,6.766666667000001,109.6,9.15,10.25,39.05,44.65,1190.183333
GDP,1998Q2,20296.6,77563.52,85835.96,917.9566667000001,2259.7,4182.313333,0.8666666670000001,15.33333333,41.86666667,7.7,105.2,7.933333332999999,12.9,45.66666667,50.2,3413.99
GDP,1998Q3,21775.6,81030.77667,89897.84,976.54,2323.8666670000002,9056.176667,13.6,16.43333333,46.83333333,8.566666667,102.5,12.3,17.66666667,51.66666667,55.7,5808.56
GDP,1998Q4,25074.2,84843.34,94355.24,982.8733332999999,2773.2,16317.613330000002,17.2,16.5,50.53333333,11.03333333,104.4666667,13.2,21.0,44.56666667,49.53333333,7881.12
GDP,1999Q1,19361.9,87038.58667,97545.82333,968.5333332999999,2534.533333,1434.01,56.7,15.76666667,64.25,9.666666667000001,105.93333329999999,29.7,25.5,18.9,22.9,1541.166667
GDP,1999Q2,21567.7,89347.16333,101483.33,962.09,2383.2,4902.27,37.03333333,15.2,37.5,9.033333333,106.66666670000001,22.63333333,16.93333333,17.13333333,19.13333333,4253.666667
GDP,1999Q3,23050.8,92216.42332999999,104065.25,1049.116667,2465.166667,9989.986667000001,24.86666667,13.83333333,25.6,9.0,107.73333329999998,17.36666667,10.4,9.133333333,9.266666667,7107.95
GDP,1999Q4,26583.9,94176.77667,107329.7633,1033.776667,2995.333333,17424.72,24.06666667,12.43333333,18.8,7.333333333,108.93333329999999,14.16666667,6.7,17.93333333,18.16666667,9357.42
GDP,2000Q1,21329.9,94655.88333,110020.5733,1017.893333,2798.1333329999998,1595.115,20.5,12.96666667,39.15,10.93333333,110.03333329999998,9.2,8.55,44.5,43.4,1916.25
GDP,2000Q2,24043.4,95875.8,115169.7533,1077.7,2617.8666670000002,5460.473333,15.73333333,13.83333333,33.3,11.7,110.96666670000002,8.7,10.3,36.76666667,38.0,5105.95
GDP,2000Q3,25712.5,95077.46,118443.48,1148.873333,2695.833333,11349.22667,21.03333333,14.06666667,32.26666667,12.53333333,111.86666670000001,12.63333333,12.73333333,39.0,40.13333333,8492.146667
GDP,2000Q4,29194.3,98087.05333,121875.9233,1132.67,3272.3666670000002,19373.65333,18.23333333,14.2,31.06666667,10.8,112.7,14.63333333,11.33333333,32.76666667,33.93333333,11359.81
GDP,2001Q1,24086.4,101527.87,126463.2533,1087.42,3085.333333,1845.46,21.8,14.23333333,29.85,11.13333333,113.1,23.55,15.9,34.7,35.05,2468.566667
GDP,2001Q2,26726.6,104919.94,132180.0433,1162.2433330000001,2886.4,6454.3,26.1,13.83333333,31.26666667,10.6,113.6,21.46666667,17.33333333,28.06666667,28.6,6523.64
GDP,2001Q3,28333.3,107893.8467,136651.0133,1256.003333,2959.2333329999997,13447.266669999999,19.1,12.7,36.6,8.566666667,113.93333329999999,22.6,18.5,26.7,26.36666667,10591.57667
GDP,2001Q4,31716.8,110464.8033,141323.2067,1231.82,3600.7666670000012,22471.376669999998,18.3,11.3,31.53333333,8.466666667,113.26666670000002,21.86666667,15.8,22.4,21.86666667,14021.275
GDP,2002Q1,26295.0,114386.5233,144982.52,1189.37,3345.1,2335.84,15.45,11.13333333,28.3,10.73333333,113.26666670000002,19.6,25.3,11.45,10.2,2602.013333
GDP,2002Q2,29194.8,118867.63,153835.72,1296.043333,3137.7,8115.86,19.43333333,11.73333333,23.36666667,12.46666667,113.36666670000001,22.53333333,25.76666667,21.16666667,20.9,7085.433333
GDP,2002Q3,31257.3,123868.2533,162042.04,1446.86,3220.9,16705.6,25.56666667,13.23333333,17.9,13.1,113.46666670000002,22.3,24.2,22.36666667,22.63333333,11713.93333
GDP,2002Q4,34970.3,129003.6067,168656.0733,1435.82,3933.1333329999998,27309.82,24.96666667,15.63333333,18.76666667,14.53333333,113.76666670000002,21.73333333,21.63333333,25.86666667,26.03333333,15740.45
GDP,2003Q1,29825.5,136588.6067,177430.0933,1363.876667,3702.8666670000002,3207.51,60.3,19.37666667,42.8,17.16666667,114.0,30.3,32.2,57.05,57.1,3564.5233329999996
GDP,2003Q2,32537.3,144814.04,189296.19,1465.14,3482.3666670000002,10971.776670000001,39.93333333,21.80333333,31.56666667,15.16666667,102.3,27.26666667,31.66666667,37.1,36.56666667,9088.413333
GDP,2003Q3,35291.9,153100.6233,198705.1367,1661.386667,3714.5,22543.63667,35.13333333,23.59333333,30.5,16.63333333,107.73333329999998,27.8,32.16666667,36.3,35.66666667,14468.506669999999
GDP,2003Q4,39767.4,157791.1733,206084.0367,1638.7566669999999,4380.933333,35909.32333,27.93333333,22.32666667,29.33333333,17.73333333,110.46666670000002,26.96666667,29.4,31.7,31.2,18961.765
GDP,2004Q1,34544.6,164327.9267,215146.7567,1585.62,4276.866667,5172.755,25.8,20.30666667,27.4,16.6,111.23333329999998,38.7,50.4,39.05,40.25,4706.2566670000015
GDP,2004Q2,38700.8,169968.78,225693.2833,1706.62,4139.5333329999985,16109.53667,19.96666667,18.26666667,17.73333333,17.6,107.96666670000002,28.5,36.2,30.16666667,29.66666667,12025.856670000001
GDP,2004Q3,41855.0,171465.87,232565.1467,1876.4266670000002,4396.5333329999985,32443.36333,11.33333333,14.4,13.6,15.83333333,106.23333329999998,23.96666667,30.43333333,22.5,21.13333333,18548.63
GDP,2004Q4,46739.8,175438.8233,238932.2133,1878.11,5170.433333,50483.62667,7.8666666670000005,13.76666667,11.26666667,14.96666667,108.0,21.06666667,28.66666667,16.73333333,16.26666667,24480.466669999998
GDP,2005Q1,40453.3,182862.1933,249898.0167,1818.8066670000005,5037.4,6629.23,17.2,13.53333333,5.15,14.53333333,109.6,18.2,24.9,17.85,17.6,5383.606667
GDP,2005Q2,44793.1,186447.3,263623.76,1941.17,4832.5,20570.33,14.36666667,12.73333333,11.56666667,16.46666667,110.3,19.2,26.4,14.63333333,15.16666667,13664.98
GDP,2005Q3,48047.8,188186.0833,275239.7567,2131.4,5156.9666670000015,41509.85,22.86666667,13.43333333,13.16666667,16.2,110.13333329999999,19.13333333,27.43333333,23.4,23.73333333,21514.356669999997
GDP,2005Q4,54024.8,193091.8633,284713.3067,2099.816667,6202.0,64716.15,17.7,13.62666667,11.8,16.4,109.5,18.03333333,27.53333333,19.56666667,19.66666667,29103.91333
