red,ex1
18176.46875,8.279500007629395
23664.68359375,8.27929973602295
19889.11328125,8.27929973602295
24799.921875,8.281599998474121
23461.408203125,8.28909969329834
17058.744140625,8.293600082397461
20087.529296875,8.295000076293945
21204.689453125,8.299200057983398
18229.84765625,8.309399604797363
13855.345703125,8.327300071716309
17831.931640625,8.319899559020996
24906.443359375,8.315099716186523
0.0,0.0
